tipo,subtipo,vencimento,qtdMinima,taxa,msg_patrocinado,patrocinado,emissor,liquidez,incentivada,qualificado,juros,amortizacao,carencia,rating,agencia,preco,corretora,nr,a,investir,tp_d,chat,enable_popup,url,tp_mercado,tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla,vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total,rico_tipo,xp_tipo,cod_cetip,escalonado,avista_id
CDB,,721 dias,1000.0,109.0% CDI,,False,BANCO RNX,No vencimento,False,False,109.0,,,,,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,47.27,721,495,0.055359,1.169,14.97,31.52,26.79,0.04796,1.01,12.84,1315.15,1267.88,267.88,26.79,CDI,0.0222,11.63,1116.31,LCI/LCA 92.65% CDI,14.97,190000.0,109.0,,,,,
CDB,,1081 dias,1000.0,109.0% CDI,,False,BANCO RNX,No vencimento,False,False,109.0,,,,,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,76.55,1081,745,0.055359,1.169,14.97,51.03,43.38,0.048374,1.02,12.96,1510.3,1433.76,433.76,43.38,CDI,0.0222,18.01,1180.1,LCI/LCA 92.65% CDI,14.97,170000.0,109.0,,,,,
CDB,,545 dias,5000.0,109.0% CDI,,False,BANCO GUANABARA,No vencimento,False,False,109.0,Vencimento,2024-11-19,,,5000.0,Órama,0.0,Orama,True,Distribuidora,True,,,P,17.5,202.41,545,376,0.055359,1.169,14.97,23.13,19.08,0.046464,0.98,12.42,6156.63,5954.22,954.22,19.08,CDI,0.0222,8.72,5435.84,LCI/LCA 89.92% CDI,14.97,200000.0,109.0,,,,,
CDB,,545 dias,1000.0,109.0% CDI,,False,BANCO BMG,No vencimento,False,False,109.0,Vencimento,2024-11-19,A,Fitch,1000.0,Órama,20.0,Orama,True,Distribuidora,True,,,P,17.5,40.48,545,376,0.055359,1.169,14.97,23.13,19.08,0.046464,0.98,12.42,1231.33,1190.84,190.84,19.08,CDI,0.0222,8.72,1087.17,LCI/LCA 89.92% CDI,14.97,200000.0,109.0,,,,,
CDB,,905 dias,1000.0,109.0% CDI,,False,CARUANA FINANCEIRA,No vencimento,False,False,109.0,Vencimento,2025-11-14,BBB,S&P,1000.0,Órama,17.0,Orama,True,Distribuidora,True,,,P,15.0,62.11,905,626,0.055359,1.169,14.97,41.4,35.19,0.04818,1.02,12.91,1414.04,1351.93,351.93,35.19,CDI,0.0222,14.93,1149.29,LCI/LCA 92.65% CDI,14.97,180000.0,109.0,,,,,
CDB,,1080 dias,1000.0,108.96% CDI,,False,BANCO NBC,No vencimento,False,False,108.96,Vencimento,20/03/2026,AAA,Fitch,1000.0,Guide,25.0,Guide,False,Corretora,,,,P,15.0,76.39,1080,744,0.055339,1.1686,14.96,50.92,43.29,0.048354,1.02,12.96,1509.24,1432.85,432.85,43.29,CDI,0.0222,17.92,1179.19,LCI/LCA 92.62% CDI,14.96,170000.0,108.96,,,,,
CDB,,720 dias,1000.0,108.92% CDI,,False,BANCO NBC,No vencimento,False,False,108.92,Vencimento,25/03/2025,AAA,Fitch,1000.0,Guide,25.0,Guide,False,Corretora,,,,P,17.5,54.98,720,494,0.055318,1.1681,14.95,31.42,25.92,0.046663,0.98,12.48,1314.16,1259.18,259.18,25.92,CDI,0.0222,11.57,1115.65,LCI/LCA 89.86% CDI,14.95,190000.0,108.92,,,,,
CDB,,1440 dias,1000.0,108.91% CDI,,False,BANCO NBC,No vencimento,False,False,108.91,Vencimento,15/03/2027,AAA,Fitch,1000.0,Guide,25.0,Guide,False,Corretora,,,,P,15.0,109.18,1440,989,0.055313,1.168,14.95,72.79,61.87,0.04871,1.03,13.06,1727.88,1618.7,618.7,61.87,CDI,0.0222,24.5,1244.96,LCI/LCA 92.57% CDI,14.95,140000.0,108.91,,,,,
CDB,,1800 dias,1000.0,108.86% CDI,,False,BANCO NBC,No vencimento,False,False,108.86,Vencimento,09/03/2028,AAA,Fitch,1000.0,Guide,25.0,Guide,False,Corretora,,,,P,15.0,147.35,1800,1238,0.055288,1.1675,14.95,98.23,83.5,0.049046,1.04,13.15,1982.33,1834.98,834.98,83.5,CDI,0.0222,31.56,1315.56,LCI/LCA 92.53% CDI,14.95,130000.0,108.86,,,,,
CDB,,2158 dias,1000.0,108.79% CDI,,False,BANCO NBC,No vencimento,False,False,108.79,Vencimento,02/03/2029,AAA,Fitch,1000.0,Guide,25.0,Guide,False,Corretora,,,,P,15.0,190.1,2158,1482,0.055252,1.1667,14.94,126.74,107.72,0.04934,1.04,13.24,2267.35,2077.25,1077.25,107.73,CDI,0.0222,38.86,1388.63,LCI/LCA 92.47% CDI,14.94,110000.0,108.79,,,,,
CDB,,1463 dias,5000.0,108.75% CDI,,False,BANCO BV,No vencimento,False,False,108.75,Vencimento,1463 dias dias,AA,Moodys,5000.0,Nova Futura,23.0,Nova Futura,False,Corretora,False,,,P,15.0,557.81,1463,1007,0.055232,1.1663,14.93,74.37,63.22,0.048663,1.03,13.04,8718.7,8160.9,3160.9,63.22,CDI,0.0222,25.09,6254.3,LCI/LCA 92.44% CDI,14.93,140000.0,108.75,,,,,
CDB,,1461 dias,5000.0,108.75% CDI,,False,BANCO BV,No vencimento,False,False,108.75,,,AA,Moodys,5000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,557.08,1461,1006,0.055232,1.1663,14.93,74.28,63.14,0.048661,1.03,13.04,8713.89,8156.81,3156.81,63.14,CDI,0.0222,25.06,6252.91,LCI/LCA 92.44% CDI,14.93,140000.0,108.75,,,,,
CRI,,1609 dias,1025.57,CDI + 1.1%,,False,COGNA,No vencimento,True,True,1.1,Vencimento,15/07/2027,,,1025.57,EQI Investimentos,0.0,EQI Investimentos,False,Corretora,False,,,S,0.0,0.0,1609,1105,0.055132,1.1642,14.9,83.87,83.87,0.055132,1.16,14.9,1885.67,1885.67,860.1,83.87,CDI,0.0215,26.86,1301.02,CDB CDI + 1.29%,14.9,140000.0,1.1,,,22E1321748,,
CRI,,1609 dias,1025.57,CDI + 1.1%,,False,COGNA,No vencimento,True,True,1.1,Vencimento,15/07/2027,,,1025.57,Necton,0.0,Necton,False,Corretora,False,,,S,0.0,0.0,1609,1105,0.055132,1.1642,14.9,83.87,83.87,0.055132,1.16,14.9,1885.67,1885.67,860.1,83.87,CDI,0.0215,26.86,1301.02,CDB CDI + 1.29%,14.9,140000.0,1.1,,,22E1321748,,
CDB,,1800 dias,1000.0,14.9%,,False,BANCO MASTER,No vencimento,False,False,14.9,Vencimento,09/03/2028,BBB-,Fitch,1000.0,Guide,16.0,Guide,False,Corretora,,,,P,15.0,146.77,1800,1238,0.055131,1.1642,14.9,97.85,83.17,0.048902,1.03,13.11,1978.49,1831.72,831.72,83.17,PRÉ,0.0222,31.56,1315.56,LCI/LCA 12.66% PRÉ,14.9,130000.0,14.9,,,,,
CRI,,1945 dias,996.055835,CDI + 1.1%,,False,EVEN ,No Vencimento,True,False,1.1,,No vencimento,S&P,S&P,996.055835,Rico,0.0,Rico,False,Corretora,False,,,S,0.0,0.0,1945,1339,0.055132,1.1642,14.9,109.18,109.18,0.055132,1.16,14.9,2083.52,2083.52,1087.46,109.18,CDI,0.0222,34.67,1341.35,CDB CDI + 1.29%,14.9,120000.0,1.1,privado,,,,
CRI,,2484 dias,1041.536299,CDI + 1.1%,,False,LOCALIZA ,No Vencimento,True,False,1.1,,No vencimento,Moody´s,Moody´s,1041.536299,Rico,0.0,Rico,False,Corretora,False,,,S,0.0,0.0,2484,1706,0.055132,1.1642,14.9,156.07,156.07,0.055132,1.16,14.9,2667.08,2667.08,1625.54,156.07,CDI,0.0222,46.11,1521.81,CDB CDI + 1.29%,14.9,98000.0,1.1,privado,,,,
CRA,,2429 dias,1047.612698,CDI + 1.1%,,False,VAMOS ,No Vencimento,True,True,1.1,,No vencimento,Fitch,Fitch,1047.612698,Rico,0.0,Rico,False,Corretora,False,,,S,0.0,0.0,2429,1669,0.055132,1.1642,14.9,150.9,150.9,0.055132,1.16,14.9,2628.48,2628.48,1580.87,150.9,CDI,0.0222,44.92,1518.15,CDB CDI + 1.29%,14.9,100000.0,1.1,privado,,,,
CRI,,2484 dias,1041.536299,CDI + 1.1%,,False,LOCALIZA ,No Vencimento,True,False,1.1,Vencimento,Sem carência,AAA.br,Moody´s,1041.536299,XP,0.0,XP,False,Corretora,False,,,S,0.0,0.0,2484,1706,0.055132,1.1642,14.9,156.07,156.07,0.055132,1.16,14.9,2667.08,2667.08,1625.54,156.07,CDI,0.0222,46.11,1521.81,CDB CDI + 1.29%,14.9,98000.0,1.1,,privado,,,
CRA,,2429 dias,1047.612698,CDI + 1.1%,,False,VAMOS ,No Vencimento,True,True,1.1,Vencimento,Sem carência,AAA,Fitch,1047.612698,XP,0.0,XP,False,Corretora,False,,,S,0.0,0.0,2429,1669,0.055132,1.1642,14.9,150.9,150.9,0.055132,1.16,14.9,2628.48,2628.48,1580.87,150.9,CDI,0.0222,44.92,1518.15,CDB CDI + 1.29%,14.9,100000.0,1.1,,privado,,,
CRI,,1945 dias,996.055835,CDI + 1.1%,,False,EVEN ,No Vencimento,True,False,1.1,Mensal a partir de: 16/09/2026,Sem carência,brAA+,S&P,996.055835,XP,0.0,XP,False,Corretora,False,,,S,0.0,0.0,1945,1339,0.055132,1.1642,14.9,109.18,109.18,0.055132,1.16,14.9,2083.52,2083.52,1087.46,109.18,CDI,0.0222,34.67,1341.35,CDB CDI + 1.29%,14.9,120000.0,1.1,,privado,,,
CRI,,1427 dias,10691.19,CDI + 1.1%,,,Opea Securitizadora,No vencimento,False,True,1.1,,D+0,,,10691.19,Ágora,,Ágora,,,,,,S,0.0,0.0,1427,982,0.055132,1.1642,14.9,71.81,71.81,0.055132,1.16,14.9,18368.97,18368.97,7677.78,71.81,CDI,0.0222,24.39,13299.08,LCI/LCA CDI + 1.29%,14.9,150000.0,1.1,,,,,
CDB,,365 dias,1000.0,108.5% CDI,,False,PARANA BANCO,No vencimento,True,False,108.5,Vencimento,365,AA+,S&P,1000.0,Terra Investimentos,24.0,Terra Investimentos,False,Distribuidora,,,,P,17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29,1147.66,1121.82,121.82,12.18,CDI,0.0222,5.69,1056.95,LCI/LCA 89.51% CDI,14.89,220000.0,108.5,,,,,
CDB,,365 dias,1000.0,108.5% CDI,,False,WILL FINANCEIRA ,No vencimento,True,False,108.5,Vencimento,365,,,1000.0,Terra Investimentos,0.0,Terra Investimentos,False,Distribuidora,,,,P,17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29,1147.66,1121.82,121.82,12.18,CDI,0.0222,5.69,1056.95,LCI/LCA 89.51% CDI,14.89,220000.0,108.5,,,,,
CDB,,547 dias,1000.0,108.5% CDI,,False,BANCO BMG,No vencimento,True,False,108.5,Vencimento,547,B+,Fitch,1000.0,Terra Investimentos,12.0,Terra Investimentos,False,Distribuidora,,,,P,17.5,40.51,547,378,0.055105,1.1636,14.89,23.15,19.1,0.046251,0.98,12.36,1231.51,1190.99,190.99,19.1,CDI,0.0222,8.73,1087.35,LCI/LCA 89.51% CDI,14.89,200000.0,108.5,,,,,
CDB,,731 dias,10000.0,108.5% CDI,,False,VOLKSWAGEN,No vencimento,False,,108.5,,Sem carência,,,10000.0,Banco Safra,0.0,Safra,False,Banco,False,,,P,15.0,478.95,731,503,0.055105,1.1636,14.89,31.93,27.14,0.04775,1.01,12.78,13193.01,12714.06,2714.06,27.14,CDI,0.0222,11.83,11182.95,LCI/LCA 92.22% CDI,14.89,190000.0,108.5,,,,,
LF,,1460 dias,50000.0,108.5% CDI,,False,BANCO XP S.A. ,No Vencimento,False,False,108.5,,No vencimento,S&P,S&P,50000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,5554.16,1460,1006,0.055105,1.1636,14.89,74.06,62.95,0.048546,1.02,13.01,87027.73,81473.57,31473.57,62.95,CDI,0.0222,25.06,62529.13,LCI/LCA 92.22% CDI,14.89,140000.0,108.5,privado,,,,
LF,,1095 dias,50000.0,108.5% CDI,,False,BANCO XP S.A. ,No Vencimento,False,False,108.5,,No vencimento,S&P,S&P,50000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,3868.33,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9,75788.86,71920.53,21920.53,43.84,CDI,0.0222,18.27,59136.08,LCI/LCA 92.22% CDI,14.89,160000.0,108.5,privado,,,,
LF,,1825 dias,50000.0,108.5% CDI,,False,BANCO XP S.A. ,No Vencimento,False,False,108.5,,No vencimento,S&P,S&P,50000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,7481.73,1825,1256,0.055105,1.1636,14.89,99.76,84.79,0.048903,1.03,13.11,99878.2,92396.47,42396.47,84.79,CDI,0.0222,32.2,66102.17,LCI/LCA 92.22% CDI,14.89,130000.0,108.5,privado,,,,
CDB,,540 dias,1000.0,108.5% CDI,,False,FATOR ,No Vencimento,False,False,108.5,,No vencimento,S&P,S&P,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,17.5,40.04,540,374,0.055105,1.1636,14.89,22.88,18.88,0.046243,0.98,12.36,1228.8,1188.76,188.76,18.88,CDI,0.0222,8.67,1086.68,LCI/LCA 89.51% CDI,14.89,200000.0,108.5,bancario,,,,
CDB,,730 dias,1000.0,108.5% CDI,,False,BANCO XCMG BRASIL S/A ,No Vencimento,False,False,108.5,,No vencimento,,,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78,1318.57,1270.79,270.79,27.08,CDI,0.0222,11.8,1118.05,LCI/LCA 92.22% CDI,14.89,190000.0,108.5,bancario,,,,
CDB,,730 dias,1000.0,108.5% CDI,,False,BANCO CARREFOUR ,No Vencimento,False,False,108.5,,No vencimento,,,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78,1318.57,1270.79,270.79,27.08,CDI,0.0222,11.8,1118.05,LCI/LCA 92.22% CDI,14.89,190000.0,108.5,bancario,,,,
CDB,,360 dias,5000.0,108.5% CDI,,False,BANCO FATOR,No vencimento,False,False,108.5,Vencimento,360 dias dias,BBB-,Fitch,5000.0,Nova Futura,16.0,Nova Futura,False,Corretora,False,,,P,20.0,145.76,360,247,0.055105,1.1636,14.89,14.58,11.66,0.044665,0.94,11.91,5728.82,5583.06,583.06,11.66,CDI,0.0222,5.64,5282.19,LCI/LCA 86.8% CDI,14.89,220000.0,108.5,,,,,
CDB,,1098 dias,10000.0,108.5% CDI,,False,BANCO FIBRA,No vencimento,False,False,108.5,Vencimento,1098 dias dias,B+,Fitch,10000.0,Nova Futura,12.0,Nova Futura,False,Corretora,False,,,P,15.0,774.92,1098,756,0.055105,1.1636,14.89,51.66,43.91,0.048164,1.02,12.9,15166.12,14391.21,4391.21,43.91,CDI,0.0222,18.3,11829.85,LCI/LCA 92.22% CDI,14.89,160000.0,108.5,,,,,
CDB,,1095 dias,10000.0,108.5% CDI,,False,BANCO VOLKSWAGEN ,No Vencimento,False,False,108.5,Vencimento,Sem carência,brAAA,S&P,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,77.37,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9,1515.78,1438.41,438.41,43.84,CDI,0.0222,18.27,1182.72,LCI/LCA 92.22% CDI,14.89,160000.0,108.5,,bancario,,,
CDB,,730 dias,1000.0,108.5% CDI,,False,BANCO CARREFOUR ,No Vencimento,False,False,108.5,,Sem carência,,,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78,1318.57,1270.79,270.79,27.08,CDI,0.0222,11.8,1118.05,LCI/LCA 92.22% CDI,14.89,190000.0,108.5,,bancario,,,
CDB,,730 dias,1000.0,108.5% CDI,,False,BANCO XCMG BRASIL S/A ,No Vencimento,False,False,108.5,,Sem carência,,,1000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,47.79,730,502,0.055105,1.1636,14.89,31.86,27.08,0.047748,1.01,12.78,1318.57,1270.79,270.79,27.08,CDI,0.0222,11.8,1118.05,LCI/LCA 92.22% CDI,14.89,190000.0,108.5,,bancario,,,
CDB,,540 dias,5000.0,108.5% CDI,,False,FATOR ,No Vencimento,False,False,108.5,,Sem carência,brBB,S&P,1000.0,XP,0.0,XP,False,Corretora,False,,,P,17.5,40.04,540,374,0.055105,1.1636,14.89,22.88,18.88,0.046243,0.98,12.36,1228.8,1188.76,188.76,18.88,CDI,0.0222,8.67,1086.68,LCI/LCA 89.51% CDI,14.89,200000.0,108.5,,bancario,,,
LF,,1095 dias,50000.0,108.5% CDI,,False,BANCO XP S.A. ,No Vencimento,False,False,108.5,Vencimento,Sem carência,brAAA,S&P,50000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,3868.33,1095,755,0.055105,1.1636,14.89,51.58,43.84,0.048162,1.02,12.9,75788.86,71920.53,21920.53,43.84,CDI,0.0222,18.27,59136.08,LCI/LCA 92.22% CDI,14.89,160000.0,108.5,,privado,,,
LF,,1460 dias,50000.0,108.5% CDI,,False,BANCO XP S.A. ,No Vencimento,False,False,108.5,,Sem carência,brAAA,S&P,50000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,5554.16,1460,1006,0.055105,1.1636,14.89,74.06,62.95,0.048546,1.02,13.01,87027.73,81473.57,31473.57,62.95,CDI,0.0222,25.06,62529.13,LCI/LCA 92.22% CDI,14.89,140000.0,108.5,,privado,,,
LF,,1825 dias,50000.0,108.5% CDI,,False,BANCO XP S.A. ,No Vencimento,False,False,108.5,,Sem carência,brAAA,S&P,50000.0,XP,0.0,XP,False,Corretora,False,,,P,15.0,7481.73,1825,1256,0.055105,1.1636,14.89,99.76,84.79,0.048903,1.03,13.11,99878.2,92396.47,42396.47,84.79,CDI,0.0222,32.2,66102.17,LCI/LCA 92.22% CDI,14.89,130000.0,108.5,,privado,,,
CDB,,346 dias,5000.0,108.5% CDI,,,Banco Fator,No Vencimento,False,False,108.5,,D+0,BBB-,Fitch,5000.0,Ágora,,Ágora,,,,,,P,20.0,139.47,346,237,0.055105,1.1636,14.89,13.95,11.16,0.044642,0.94,11.9,5697.35,5557.88,557.88,11.16,CDI,0.0222,5.41,5270.46,LCI/LCA 86.8% CDI,14.89,220000.0,108.5,,,,,
CDB,,1090 dias,5000.0,108.5% CDI,,False,BCO VOLKSWAGEN S/A,No vencimento,False,False,108.5,Vencimento,1090 dias,,,5000.0,Itaú Corretora,0.0,Itaú Corretora,False,Corretora,False,,,P,15.0,384.33,1090,751,0.055105,1.1636,14.89,51.24,43.56,0.048156,1.02,12.9,7562.2,7177.87,2177.87,43.56,CDI,0.0222,18.17,5908.35,LCI/LCA 92.22% CDI,14.89,170000.0,108.5,,,,,
CDB,,1081 dias,10000.0,108.5% CDI,,False,BANCO FIBRA,No vencimento,False,False,108.5,,,B+,Fitch,10000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,761.17,1081,745,0.055105,1.1636,14.89,50.74,43.13,0.048147,1.02,12.9,15074.5,14313.32,4313.32,43.13,CDI,0.0222,18.01,11800.96,LCI/LCA 92.22% CDI,14.89,170000.0,108.5,,,,,
CDB,,365 dias,1000.0,108.5% CDI,,False,BANCO TOPAZIO,No vencimento,False,False,108.5,,,,,1000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29,1147.66,1121.82,121.82,12.18,CDI,0.0222,5.71,1057.14,LCI/LCA 89.51% CDI,14.89,220000.0,108.5,,,,,
CDB,,365 dias,1000.0,108.5% CDI,,False,BANCO TOPAZIO,No vencimento,False,False,108.5,Vencimento,2024-05-23,,,1000.0,Órama,0.0,Orama,True,Distribuidora,True,,,P,17.5,25.84,365,250,0.055105,1.1636,14.89,14.77,12.18,0.045991,0.97,12.29,1147.66,1121.82,121.82,12.18,CDI,0.0222,5.71,1057.14,LCI/LCA 89.51% CDI,14.89,220000.0,108.5,,,,,
CRI,,941 dias,995.82,IPCA +8.59%,,False,BAIT,No vencimento,True,True,8.59,Vencimento,15/09/2025,,,995.82,EQI Investimentos,0.0,EQI Investimentos,False,Corretora,False,,,S,0.0,0.0,941,645,0.054994,1.1612,14.86,42.56,42.56,0.054994,1.16,14.86,1419.67,1419.67,423.85,42.56,IPCA,0.0215,14.9,1144.16,CDB IPCA + 10.11%,14.86,180000.0,8.59,,,21I0566602,,
CRI,,941 dias,995.82,IPCA +8.59%,,False,BAIT,No vencimento,True,True,8.59,Vencimento,15/09/2025,,,995.82,Necton,0.0,Necton,False,Corretora,False,,,S,0.0,0.0,941,645,0.054994,1.1612,14.86,42.56,42.56,0.054994,1.16,14.86,1419.67,1419.67,423.85,42.56,IPCA,0.0215,14.9,1144.16,CDB IPCA + 10.11%,14.86,180000.0,8.59,,,21I0566602,,
CDB,,365 dias,1000.0,108.25% CDI,,False,"REALIZE CREDITO, FINANCIA ",No Vencimento,False,False,108.25,,No vencimento,,,1000.0,Rico,0.0,Rico,False,Corretora,False,,,P,17.5,25.78,365,250,0.054978,1.1609,14.86,14.73,12.15,0.045884,0.97,12.25,1147.3,1121.52,121.52,12.15,CDI,0.0222,5.71,1057.14,LCI/LCA 89.31% CDI,14.86,220000.0,108.25,bancario,,,,
CDB,,365 dias,1000.0,108.25% CDI,,False,"REALIZE CREDITO, FINANCIA ",No Vencimento,False,False,108.25,Vencimento,Sem carência,,,1000.0,XP,0.0,XP,False,Corretora,False,,,P,17.5,25.78,365,250,0.054978,1.1609,14.86,14.73,12.15,0.045884,0.97,12.25,1147.3,1121.52,121.52,12.15,CDI,0.0222,5.71,1057.14,LCI/LCA 89.31% CDI,14.86,220000.0,108.25,,bancario,,,
CDB,,1099 dias,5000.0,108.12% CDI,,False,BANCO BV,No vencimento,False,False,108.12,Vencimento,1099 dias dias,AA,Moodys,5000.0,Nova Futura,23.0,Nova Futura,False,Corretora,False,,,P,15.0,386.43,1099,757,0.054912,1.1595,14.84,51.52,43.79,0.047993,1.01,12.85,7576.17,7189.74,2189.74,43.79,CDI,0.0222,18.32,5916.24,LCI/LCA 91.9% CDI,14.84,160000.0,108.12,,,,,
CDB,,1440 dias,2000.0,108.15% CDI,,False,BANCO NBC,No vencimento,False,False,108.15,Vencimento,1440 dias dias,AAA,Fitch,2000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,15.0,216.96,1440,991,0.054927,1.1598,14.84,72.32,61.47,0.048363,1.02,12.96,3446.39,3229.43,1229.43,61.47,CDI,0.0222,24.64,2492.84,LCI/LCA 91.93% CDI,14.84,150000.0,108.15,,,,,
CDB,,1800 dias,2000.0,108.11% CDI,,False,BANCO NBC,No vencimento,False,False,108.11,Vencimento,1800 dias dias,AAA,Fitch,2000.0,Nova Futura,25.0,Nova Futura,False,Corretora,False,,,P,15.0,292.23,1800,1239,0.054907,1.1594,14.84,97.41,82.8,0.048697,1.03,13.05,3948.19,3655.96,1655.96,82.8,CDI,0.0222,31.71,2634.11,LCI/LCA 91.89% CDI,14.84,130000.0,108.11,,,,,
CDB,,1096 dias,5000.0,108.12% CDI,,False,BANCO BV,No vencimento,False,False,108.12,,,AA,Moodys,5000.0,modalmais,0.0,modalmais,False,Distribuidora,True,,,P,15.0,385.8,1096,756,0.054912,1.1595,14.84,51.44,43.72,0.047991,1.01,12.85,7572.01,7186.21,2186.21,43.72,CDI,0.0222,18.3,5914.92,LCI/LCA 91.9% CDI,14.84,170000.0,108.12,,,,,
CDB,,731 dias,10000.0,108.1% CDI,,False,BR,No vencimento,False,,108.1,,Sem carência,,,10000.0,Banco Safra,0.0,Safra,False,Banco,False,,,P,15.0,476.93,731,503,0.054902,1.1593,14.83,31.8,27.03,0.04757,1.0,12.73,13179.54,12702.61,2702.61,27.03,CDI,0.0222,11.83,11182.95,LCI/LCA 91.88% CDI,14.83,190000.0,108.1,,,,,
CDB,,721 dias,10000.0,108.1% CDI,,False,BANCO BR PARTNERS,No vencimento,False,False,108.1,Vencimento,0,A-,Fitch,10000.0,Banco Daycoval,19.0,Banco Daycoval,False,Corretora,False,,,P,15.0,468.27,721,495,0.054902,1.1593,14.83,31.22,26.54,0.047557,1.0,12.73,13121.8,12653.53,2653.53,26.54,CDI,0.0222,11.63,11163.08,LCI/LCA 91.88% CDI,14.83,190000.0,108.1,,,,,
CDB,,371 dias,1000.0,108.0% CDI,,False,SF3,No vencimento,False,False,108.0,Vencimento,10/04/2024,,,1000.0,Guide,0.0,Guide,False,Corretora,,,,P,17.5,25.93,371,252,0.054851,1.1582,14.82,14.82,12.23,0.045781,0.97,12.23,1148.19,1122.26,122.26,12.23,CDI,0.0222,5.74,1057.42,LCI/LCA 89.1% CDI,14.82,220000.0,108.0,,,,,
CDB,,1099 dias,1000.0,108.0% CDI,,False,BANCO MASTER,No vencimento,False,False,108.0,Vencimento,08/04/2026,BBB-,Fitch,1000.0,Guide,16.0,Guide,False,Corretora,,,,P,15.0,77.06,1099,756,0.054851,1.1582,14.82,51.37,43.66,0.047937,1.01,12.84,1513.71,1436.65,436.65,43.66,CDI,0.0222,18.23,1182.32,LCI/LCA 91.8% CDI,14.82,170000.0,108.0,,,,,
CDB,,551 dias,1000.0,108.0% CDI,,False,BANCO BMG,No vencimento,False,False,108.0,Vencimento,07/10/2024,B+,Fitch,1000.0,Guide,12.0,Guide,False,Corretora,,,,P,17.5,40.31,551,378,0.054851,1.1582,14.82,23.03,19.0,0.046034,0.97,12.3,1230.33,1190.02,190.02,19.0,CDI,0.0222,8.73,1087.35,LCI/LCA 89.1% CDI,14.82,200000.0,108.0,,,,,
CDB,,734 dias,1000.0,108.0% CDI,,False,BANCO INDUSTRIAL DO BRASIL,No vencimento,False,False,108.0,Vencimento,08/04/2025,A+,Moodys,1000.0,Guide,21.0,Guide,False,Corretora,,,,P,15.0,47.75,734,504,0.054851,1.1582,14.82,31.83,27.06,0.047527,1.0,12.72,1318.34,1270.59,270.59,27.06,CDI,0.0222,11.81,1118.13,LCI/LCA 91.8% CDI,14.82,190000.0,108.0,,,,,
CDB,,734 dias,1000.0,108.0% CDI,,False,BANCO OMNI,No vencimento,False,False,108.0,Vencimento,08/04/2025,A,S&P,1000.0,Guide,20.0,Guide,False,Corretora,,,,P,15.0,47.75,734,504,0.054851,1.1582,14.82,31.83,27.06,0.047527,1.0,12.72,1318.34,1270.59,270.59,27.06,CDI,0.0222,11.81,1118.13,LCI/LCA 91.8% CDI,14.82,190000.0,108.0,,,,,
CDB,,1099 dias,10000.0,108.0% CDI,,False,BANCO MODAL,No vencimento,False,False,108.0,Vencimento,08/04/2026,A-,Moodys,10000.0,Guide,19.0,Guide,False,Corretora,,,,P,15.0,770.56,1099,756,0.054851,1.1582,14.82,51.37,43.66,0.047937,1.01,12.84,15137.05,14366.49,4366.49,43.66,CDI,0.0222,18.23,11823.24,LCI/LCA 91.8% CDI,14.82,170000.0,108.0,,,,,
CDB,,1099 dias,1000.0,108.0% CDI,,False,BANCO INDUSTRIAL DO BRASIL,No vencimento,False,False,108.0,Vencimento,08/04/2026,A+,Moodys,1000.0,Guide,21.0,Guide,False,Corretora,,,,P,15.0,77.06,1099,756,0.054851,1.1582,14.82,51.37,43.66,0.047937,1.01,12.84,1513.71,1436.65,436.65,43.66,CDI,0.0222,18.23,1182.32,LCI/LCA 91.8% CDI,14.82,170000.0,108.0,,,,,
